twee_id,date and time,tweet
5.60E+17,Wed Jan 28 01:12:36 +0000 2015,Many asthma diagnoses 'may be wrong' http://bbc.in/1JDFA5O
5.60E+17,Wed Jan 28 01:12:35 +0000 2015,Coupons 'help pregnant smokers quit' http://bbc.in/1JDFBGJ
5.60E+17,Tue Jan 27 20:00:21 +0000 2015,The cost of being unhealthy http://bbc.in/1H7uBnh
5.60E+17,Tue Jan 27 17:17:50 +0000 2015,Unison calls off strike by NHS staff http://bbc.in/1z6HcAq
5.60E+17,Tue Jan 27 16:27:12 +0000 2015,Doctors warn on assisted suicide law http://bbc.in/18ptTSW
5.60E+17,Tue Jan 27 14:19:11 +0000 2015,How much does NHS Wales spend? http://bbc.in/1z5Vb9B
5.60E+17,Tue Jan 27 11:57:53 +0000 2015,Double-chin jab approval sought http://bbc.in/1Jzg15I
5.60E+17,Tue Jan 27 09:30:37 +0000 2015,VIDEO: 3D printed heart saves girl's life http://bbc.in/18nQoHU
5.60E+17,Tue Jan 27 08:50:25 +0000 2015,Biggest hospital to be handed over http://bbc.in/1ypvDAx
5.60E+17,Tue Jan 27 08:50:25 +0000 2015,Diabetes 'info prescription' plan http://bbc.in/1H49HFB
5.60E+17,Tue Jan 27 08:31:18 +0000 2015,VIDEO: Concern over dementia-drugs 'link' http://bbc.in/1z4Rzon
5.60E+17,Tue Jan 27 07:42:02 +0000 2015,High cholesterol in mid-life risky http://bbc.in/18nw1L1
5.60E+17,Tue Jan 27 07:42:02 +0000 2015,Waiting lists need 'radical' action http://bbc.in/18nw1KW
5.60E+17,Tue Jan 27 07:42:02 +0000 2015,Major health review to be published http://bbc.in/15GecEP
5.60E+17,Tue Jan 27 01:17:20 +0000 2015,Post-Ebola 'Marshall Plan' needed http://bbc.in/1zlkk3h
5.60E+17,Mon Jan 26 22:50:45 +0000 2015,Miliband to pledge longer care visits http://bbc.in/1zksTeQ
5.60E+17,Mon Jan 26 18:36:29 +0000 2015,Dementia 'link' to common drugs http://bbc.in/1ympPb0
5.60E+17,Mon Jan 26 11:57:12 +0000 2015,VIDEO: What is it like to be disabled at a gig? http://bbc.in/1zglLzX
5.60E+17,Mon Jan 26 11:11:54 +0000 2015,VIDEO: Stigma of caring for Ebola patients http://bbc.in/1uQrGKx
5.60E+17,Mon Jan 26 07:42:18 +0000 2015,VIDEO: TV ad warns of heartburn-cancer link http://bbc.in/1uPB69f
5.60E+17,Mon Jan 26 07:42:18 +0000 2015,VIDEO: War hero's pioneering brain treatment http://bbc.in/1z0ETyN
5.60E+17,Mon Jan 26 07:42:17 +0000 2015,Hearing loss care demand rises http://bbc.in/1z0EVGU
5.60E+17,Mon Jan 26 00:33:20 +0000 2015,Umami taste buds 'key to health' http://bbc.in/1D7CmUc
5.60E+17,Mon Jan 26 00:33:20 +0000 2015,Heartburn 'could be sign of cancer' http://bbc.in/1D7CnYl
5.60E+17,Mon Jan 26 00:33:20 +0000 2015,Cosmetic surgery 'popularity falls' http://bbc.in/1D7CmUb
5.59E+17,Sun Jan 25 23:20:11 +0000 2015,VIDEO: Mentally ill girl put in police cell http://bbc.in/1yZKrcF
5.59E+17,Sun Jan 25 15:32:33 +0000 2015,WHO vows reform after Ebola 'shocks' http://bbc.in/1yYPzOg
5.59E+17,Sun Jan 25 14:52:10 +0000 2015,The 'problem' of medical drug prices http://bbc.in/15wkjLR
5.59E+17,Sun Jan 25 09:36:25 +0000 2015,Deadly dip: baseball's toxic tradition http://bbc.in/1tcuvoc
5.59E+17,Sat Jan 24 18:31:02 +0000 2015,UK Ebola nurse 'happy to be alive' http://bbc.in/1GOtuc7
5.59E+17,Sat Jan 24 13:47:57 +0000 2015,The man trapped in constant deja vu http://bbc.in/1GNpzMu
5.59E+17,Sat Jan 24 09:06:11 +0000 2015,VIDEO: Doctors in drive to attract new GPs http://bbc.in/15pKjIK
5.59E+17,Sat Jan 24 00:50:11 +0000 2015,VIDEO: Body clocks and blindness http://bbc.in/1yTPbRi
5.59E+17,Sat Jan 24 00:50:11 +0000 2015,Post-traumatic stress 'in 1300BC' http://bbc.in/1z0tv98
5.59E+17,Sat Jan 24 00:50:10 +0000 2015,New video aims to boost GP numbers http://bbc.in/1yTPb3M
5.59E+17,Fri Jan 23 11:36:37 +0000 2015,VIDEO: How winter wards help hospitals http://bbc.in/1CrR6iJ
5.59E+17,Fri Jan 23 10:48:48 +0000 2015,VIDEO: 'I wasn't happy with my nose job' http://bbc.in/1CY0aKh
5.59E+17,Fri Jan 23 10:20:23 +0000 2015,A&amp;E waiting times in England improve http://bbc.in/1yQUsJ7
5.59E+17,Fri Jan 23 10:20:23 +0000 2015,VIDEO: Ebola experience 'life changing' http://bbc.in/1GG710B
5.59E+17,Fri Jan 23 09:04:14 +0000 2015,VIDEO: Talks to avert NHS strike continue http://bbc.in/1y6M6t2
5.59E+17,Fri Jan 23 06:39:26 +0000 2015,Ebola vaccine 'shipped to Liberia' http://bbc.in/187lIKS
5.58E+17,Fri Jan 23 02:29:29 +0000 2015,Plastic surgery rules proposed http://bbc.in/1CoLwgZ
5.58E+17,Fri Jan 23 02:29:28 +0000 2015,Blood pressure device 'promising' http://bbc.in/1yPzR87
5.58E+17,Fri Jan 23 01:43:53 +0000 2015,Masked tutors 'boost nurse training' http://bbc.in/1yUP62P
5.58E+17,Thu Jan 22 21:59:16 +0000 2015,Mickey Mouse and measles http://bbc.in/15h7btU
5.58E+17,Thu Jan 22 13:49:23 +0000 2015,Falling Ebola cases 'turning point' http://bbc.in/1yMGmZw
5.58E+17,Thu Jan 22 12:38:24 +0000 2015,GP practices in special measures http://bbc.in/1GAFWfw
5.58E+17,Thu Jan 22 08:42:24 +0000 2015,Cigarette package law brought forward http://bbc.in/15dwTzH
5.58E+17,Thu Jan 22 03:24:25 +0000 2015,Depression 'more common in military' http://bbc.in/1GyqtMI
5.58E+17,Thu Jan 22 02:11:48 +0000 2015,Exercise advice is 'unrealistic' http://bbc.in/1CRAjUe
5.58E+17,Wed Jan 21 17:52:31 +0000 2015,VIDEO: Peru doctors test portable cancer pen http://bbc.in/1GvW5Tp
5.58E+17,Wed Jan 21 11:39:25 +0000 2015,Death certificate overhaul 'deferred' http://bbc.in/182OPyV
5.58E+17,Wed Jan 21 11:39:25 +0000 2015,Ebola scientist warns business elite http://bbc.in/182OPiu
5.58E+17,Wed Jan 21 10:26:50 +0000 2015,VIDEO: Could new heart test save women? http://bbc.in/1yHjcUj
5.58E+17,Wed Jan 21 09:42:04 +0000 2015,Partners can 'make pain worse' http://bbc.in/1yHaKUS
5.58E+17,Wed Jan 21 09:42:04 +0000 2015,VIDEO: Care system 'failing the elderly' http://bbc.in/1yHaKUR
5.58E+17,Wed Jan 21 05:45:24 +0000 2015,NHS: The parties' spending plans http://bbc.in/1CNHigX
5.58E+17,Wed Jan 21 05:12:29 +0000 2015,Care cuts 'leave old high and dry' http://bbc.in/1C7Srep
5.58E+17,Wed Jan 21 03:25:05 +0000 2015,Newer heart attack test for women http://bbc.in/1GslE7M
5.58E+17,Wed Jan 21 02:56:27 +0000 2015,Treat NHS whistleblowers better - MPs http://bbc.in/1C79wVC
5.58E+17,Tue Jan 20 12:56:11 +0000 2015,Ebola NHS doctor returns to work http://bbc.in/1C23Qwd
5.57E+17,Tue Jan 20 09:17:14 +0000 2015,Trust drops daily 'meals on wheels' http://bbc.in/1GnIsp2
5.57E+17,Tue Jan 20 09:17:14 +0000 2015,Rocketing vaccine cost warning http://bbc.in/1xPy6DT
5.57E+17,Tue Jan 20 08:51:52 +0000 2015,Bid to tackle hospital bed-blocking http://bbc.in/1yDTwef
5.57E+17,Tue Jan 20 08:51:51 +0000 2015,VIDEO: Could volunteers help A&amp;E crisis? http://bbc.in/1C0wpdo
5.57E+17,Tue Jan 20 08:08:30 +0000 2015,Health trust ordered to improve http://bbc.in/1yCAF05
5.57E+17,Tue Jan 20 04:32:13 +0000 2015,First transplant from UK newborn http://bbc.in/150SXgE
5.57E+17,Tue Jan 20 04:03:32 +0000 2015,Global soil hunt for new drugs http://bbc.in/1CJdYrQ
5.57E+17,Tue Jan 20 00:58:01 +0000 2015,Call the Midwife in Bangladesh http://bbc.in/1507Vn2
5.57E+17,Mon Jan 19 22:37:07 +0000 2015,Chinese man's rare stem cell match http://bbc.in/1CIrpZ1
5.57E+17,Mon Jan 19 16:33:30 +0000 2015,Fitness 'rubs off on your partner' http://bbc.in/1yzNisH
5.57E+17,Mon Jan 19 16:02:59 +0000 2015,Doctor 'performed FGM on new mother' http://bbc.in/1yzIIxJ
5.57E+17,Mon Jan 19 13:39:25 +0000 2015,"£40,000 legal costs of gay blood ban http://bbc.in/14XjhbH"
5.57E+17,Mon Jan 19 13:39:25 +0000 2015,Higher dementia rates found in north http://bbc.in/1yCT2DK
5.57E+17,Mon Jan 19 06:25:46 +0000 2015,VIDEO: Guinea's Ebola culture battle http://bbc.in/1yybRpU
5.57E+17,Mon Jan 19 01:11:58 +0000 2015,Dentists 'not clear about costs' http://bbc.in/1yweZG3
5.57E+17,Mon Jan 19 01:11:58 +0000 2015,'Designer baby debate should start' http://bbc.in/1yweXhn
5.57E+17,Mon Jan 19 01:11:58 +0000 2015,Miliband pledges mental health push http://bbc.in/1yxEDqO
5.57E+17,Mon Jan 19 00:40:26 +0000 2015,Clegg backs plan to reduce suicides http://bbc.in/1xIpiQr
5.57E+17,Sun Jan 18 00:22:05 +0000 2015,'Give flu jab to popular med students' http://bbc.in/1BKPgcd
5.56E+17,Sat Jan 17 00:15:27 +0000 2015,Food tax 'would fund public health' http://bbc.in/1xyAkHL
5.56E+17,Sat Jan 17 00:15:27 +0000 2015,Poor sleep 'link to teen drink risk' http://bbc.in/1GbtqCI
5.56E+17,Sat Jan 17 00:15:27 +0000 2015,Most pupils 'never shower' after PE http://bbc.in/1Gbtsup
5.56E+17,Fri Jan 16 15:34:37 +0000 2015,VIDEO: 'Winter ward' to ease pressure http://bbc.in/1G8n1Zc
5.56E+17,Fri Jan 16 11:28:19 +0000 2015,Possible Ebola case flown to UK http://bbc.in/1G6PUVv
5.56E+17,Fri Jan 16 10:48:31 +0000 2015,Wales and NI A&amp;E waits 'worsen' http://bbc.in/1G6EEIW
5.56E+17,Fri Jan 16 10:16:31 +0000 2015,VIDEO: Could you afford £700 a week for care? http://bbc.in/14Hroc9
5.56E+17,Fri Jan 16 10:16:30 +0000 2015,Meet the children orphaned by Ebola http://bbc.in/1G6vZ9e
5.56E+17,Fri Jan 16 03:08:19 +0000 2015,Stress 'stops empathy for strangers' http://bbc.in/1yoC23U
5.56E+17,Fri Jan 16 03:08:19 +0000 2015,Closing eyes 'aids memory recall' http://bbc.in/14GifAu
5.56E+17,Fri Jan 16 03:08:18 +0000 2015,A&amp;Es given safe nurse staffing rules http://bbc.in/14GifAt
5.56E+17,Thu Jan 15 18:44:00 +0000 2015,NHS chief: 'More cancer cuts likely' http://bbc.in/1Bxmls3
5.56E+17,Thu Jan 15 17:51:18 +0000 2015,Unusual activities to get you moving http://bbc.in/1ymrAda
5.56E+17,Thu Jan 15 11:06:27 +0000 2015,Ebola cases declining in West Africa http://bbc.in/1CpGHlt
5.56E+17,Thu Jan 15 10:36:23 +0000 2015,NHS urged to 'take back' hospital http://bbc.in/1ykIAk4
5.56E+17,Thu Jan 15 09:55:44 +0000 2015,AUDIO: Three days in a hospital stock room http://bbc.in/1ymot3m
5.56E+17,Thu Jan 15 09:25:02 +0000 2015,Hibernating hints at dementia therapy http://bbc.in/1Buzan0
5.56E+17,Thu Jan 15 08:13:52 +0000 2015,VIDEO: How do our brains deteriorate with age? http://bbc.in/1FZP8tt
5.56E+17,Thu Jan 15 05:58:57 +0000 2015,Cannabis addicts 'let down' http://bbc.in/14CuaiI
5.56E+17,Thu Jan 15 05:17:21 +0000 2015,VIDEO: Feeling the heat in protective gear http://bbc.in/1Btz277
5.56E+17,Thu Jan 15 03:35:39 +0000 2015,Infected blood legal case begins http://bbc.in/1ylwLbG
5.56E+17,Thu Jan 15 03:35:39 +0000 2015,Labour pledges caps on fat and salt http://bbc.in/1FYRkS0
5.56E+17,Thu Jan 15 03:35:39 +0000 2015,Inactivity 'kills more than obesity' http://bbc.in/1ylwIws
5.56E+17,Wed Jan 14 23:20:47 +0000 2015,Suspected Ebola case at UK hospital http://bbc.in/1yiEuZK
5.55E+17,Wed Jan 14 20:23:15 +0000 2015,"VIDEO: More than 400,000 extra A&amp;E visits http://bbc.in/1FXfSe5"
5.55E+17,Wed Jan 14 18:38:21 +0000 2015,VIDEO: Actor Bachchan on disease fight http://bbc.in/1ClRoVW
5.55E+17,Wed Jan 14 17:56:39 +0000 2015,VIDEO: Pregnant women more at risk of Ebola http://bbc.in/1yjXp4T
5.55E+17,Wed Jan 14 14:35:24 +0000 2015,VIDEO: PM quizzed on ambulance death claims http://bbc.in/14ztASV
5.55E+17,Wed Jan 14 12:23:49 +0000 2015,"Exercise helps with ME, study says http://bbc.in/1FVaxUJ"
5.55E+17,Wed Jan 14 11:02:50 +0000 2015,"More than 400,000 extra A&amp;E visits http://bbc.in/1yfmI9F"
5.55E+17,Wed Jan 14 09:47:32 +0000 2015,VIDEO: Ageing without children 'taboo topic' http://bbc.in/1Bods40
5.55E+17,Wed Jan 14 07:05:45 +0000 2015,Ebola care centre for pregnant women http://bbc.in/1BnxD20
5.55E+17,Wed Jan 14 03:39:42 +0000 2015,Poor diabetes care 'costing lives' http://bbc.in/1ydsBnY
5.55E+17,Wed Jan 14 03:39:42 +0000 2015,Young jobless 'face isolation risk' http://bbc.in/14xPUMN
5.55E+17,Wed Jan 14 00:54:22 +0000 2015,VIDEO: CDC Director optimistic on Ebola http://bbc.in/1Bm8WmL
5.55E+17,Tue Jan 13 14:08:58 +0000 2015,A&amp;E stress 'worse than Iraq war' http://bbc.in/1BiDsxK
5.55E+17,Tue Jan 13 14:08:57 +0000 2015,The secret history of Special Brew http://bbc.in/1BiDqWG
5.55E+17,Tue Jan 13 09:51:48 +0000 2015,MSPs consider assisted suicide laws http://bbc.in/1CcFspm
5.55E+17,Tue Jan 13 08:38:41 +0000 2015,VIDEO: Changing attitudes to older people http://bbc.in/14U5DGr
5.55E+17,Tue Jan 13 08:07:00 +0000 2015,Australians to pay more to see GPs http://bbc.in/1FONn29
5.55E+17,Tue Jan 13 02:12:55 +0000 2015,Computers 'good judge of character' http://bbc.in/1ydvm73
5.55E+17,Tue Jan 13 02:12:55 +0000 2015,Regular naps are 'key to learning' http://bbc.in/1ydvkfn
5.55E+17,Tue Jan 13 00:32:50 +0000 2015,So is cancer mostly 'bad luck' or not? http://bbc.in/1xiC8oa
5.55E+17,Tue Jan 13 00:32:50 +0000 2015,The transgender 13-year-old http://bbc.in/1xiC8V8
5.55E+17,Mon Jan 12 18:09:23 +0000 2015,NHS issues cold weather alert http://bbc.in/14qzNQZ
5.55E+17,Mon Jan 12 18:09:23 +0000 2015,Dozens died during 999 downgrade http://bbc.in/1y4WYNc
5.55E+17,Mon Jan 12 18:09:23 +0000 2015,Cuts to cancer treatments announced http://bbc.in/14qzQfL
5.55E+17,Mon Jan 12 18:09:23 +0000 2015,VIDEO: Booze-free bar and club for London http://bbc.in/14qzQfG
5.55E+17,Mon Jan 12 15:50:54 +0000 2015,VIDEO: Can sugar cure painful leg ulcers? http://bbc.in/1C8cPcU
5.55E+17,Mon Jan 12 14:40:00 +0000 2015,Ebola nurse no longer critically ill http://bbc.in/1y3VJOb
5.55E+17,Mon Jan 12 11:35:33 +0000 2015,Hospital forced to chain toys to bed http://bbc.in/1FKHy5V
5.55E+17,Mon Jan 12 10:23:43 +0000 2015,Plasters for the mind - the rise in mental health first aid http://bbc.in/1y2RouL
5.55E+17,Mon Jan 12 07:58:09 +0000 2015,VIDEO: Health fears over train toilet waste http://bbc.in/1xfpWV5
5.55E+17,Mon Jan 12 07:58:09 +0000 2015,Higher premature death rate targeted http://bbc.in/1xfpVk5
5.54E+17,Mon Jan 12 03:13:27 +0000 2015,In search of a personalised diet http://bbc.in/1B7JMYJ
5.54E+17,Mon Jan 12 01:34:19 +0000 2015,Blood test 'to help smokers quit' http://bbc.in/1y1daz9
5.54E+17,Mon Jan 12 01:34:19 +0000 2015,How do we pay for innovative drugs? http://bbc.in/14mvkz0
5.54E+17,Sun Jan 11 17:17:26 +0000 2015,VIDEO: 'We must plan ahead on cancer' http://bbc.in/1xcT7s5
5.54E+17,Sun Jan 11 09:27:21 +0000 2015,VIDEO: Cancer task force looks at diagnosis http://bbc.in/1y6gOWK
5.54E+17,Sun Jan 11 08:14:13 +0000 2015,VIDEO: Child marriage in Ivory Coast http://bbc.in/1FGyKOr
5.54E+17,Sun Jan 11 01:57:24 +0000 2015,All aboard the chemo bus http://bbc.in/1FFLHbh
5.54E+17,Sun Jan 11 00:52:37 +0000 2015,VIDEO: Sussex GP weekend appointments offered http://bbc.in/1FFCmQE
5.54E+17,Sun Jan 11 00:52:37 +0000 2015,VIDEO: Chemotherapy on your doorstep http://bbc.in/1FFCkbE
5.54E+17,Sun Jan 11 00:11:55 +0000 2015,NHS aims for earlier cancer diagnosis http://bbc.in/14hbdlB
5.54E+17,Sat Jan 10 14:46:53 +0000 2015,VIDEO: How UK nurse may have got Ebola http://bbc.in/1AXEtuR
5.54E+17,Sat Jan 10 13:34:07 +0000 2015,VIDEO: In an Ebola treatment centre http://bbc.in/1xUfjMU
5.54E+17,Fri Jan 09 23:13:01 +0000 2015,A testing week for the NHS http://bbc.in/1BWN4wa
5.54E+17,Fri Jan 09 19:41:58 +0000 2015,The 'golden rule' of NHS politics http://bbc.in/1AS9X5J
5.54E+17,Fri Jan 09 14:33:39 +0000 2015,VIDEO: Why are A&amp;E queues rising at hospitals? http://bbc.in/14zytvH
5.54E+17,Fri Jan 09 13:36:03 +0000 2015,Vaccines move to Ebola frontline http://bbc.in/1x3gqEp
5.53E+17,Fri Jan 09 10:02:05 +0000 2015,A&amp;E waits in England 'getting worse' http://bbc.in/1x2uZbw
5.53E+17,Fri Jan 09 09:01:05 +0000 2015,Private firm pulls out of hospital http://bbc.in/1xYfMw3
5.53E+17,Fri Jan 09 09:01:05 +0000 2015,Elastic implant 'reverses paralysis' http://bbc.in/1Fyh1IR
5.53E+17,Fri Jan 09 08:09:09 +0000 2015,VIDEO: Worst A&amp;E waiting times in a decade http://bbc.in/14xSHWw
5.53E+17,Thu Jan 08 16:18:16 +0000 2015,Ebola nurse 'critical for some time' http://bbc.in/145VZzH
5.53E+17,Thu Jan 08 15:35:17 +0000 2015,Flu cases 'highest for three years' http://bbc.in/1AKFaYw
5.53E+17,Thu Jan 08 11:57:45 +0000 2015,AUDIO: Drug company 'may take legal action' http://bbc.in/1FsNUGQ
5.53E+17,Thu Jan 08 00:05:56 +0000 2015,Ebola: A day with the burial team http://bbc.in/1AH9gMm
5.53E+17,Wed Jan 07 19:58:49 +0000 2015,'Outrage' at NHS cancer drugs move http://bbc.in/1FoEUm8
5.53E+17,Wed Jan 07 19:58:48 +0000 2015,VIDEO: Addenbrooke's declares 'major incident' http://bbc.in/1wVjUc5
5.53E+17,Wed Jan 07 18:10:54 +0000 2015,'Game-changing' antibiotic find http://bbc.in/1AFVGZC
5.53E+17,Wed Jan 07 18:10:54 +0000 2015,MP: Pregnant women 'should not drink' http://bbc.in/14oYRZ2
5.53E+17,Wed Jan 07 15:46:34 +0000 2015,VIDEO: Brain surgery for epilepsy sufferers http://bbc.in/1FnhFJ0
5.53E+17,Wed Jan 07 14:33:07 +0000 2015,"Private medical school £36,000 fees http://bbc.in/1wUopDG"
5.53E+17,Wed Jan 07 14:33:06 +0000 2015,Patients 'getting stuck in hospital' http://bbc.in/1AF53ZG
5.53E+17,Wed Jan 07 13:01:09 +0000 2015,AUDIO: A&amp;E doctor: We can't turn people away http://bbc.in/1AEGBHJ
5.53E+17,Wed Jan 07 10:14:30 +0000 2015,VIDEO: What is the best support for autism? http://bbc.in/14mCDHf
5.53E+17,Wed Jan 07 10:14:30 +0000 2015,VIDEO: 'Two hours waiting in ambulance' http://bbc.in/1AEc3G4
5.53E+17,Wed Jan 07 01:45:32 +0000 2015,Ebola drug trial starts in Liberia http://bbc.in/1BILBcU
5.53E+17,Tue Jan 06 22:44:14 +0000 2015,Labour seeks summit to find A&amp;E 'fix' http://bbc.in/1FiS18i
5.53E+17,Tue Jan 06 20:59:51 +0000 2015,VIDEO: Why are hospital A&amp;Es struggling? http://bbc.in/1w0v7rE
5.53E+17,Tue Jan 06 19:04:59 +0000 2015,More stressed NHS staff signed off http://bbc.in/1xORuob
5.53E+17,Tue Jan 06 19:04:59 +0000 2015,VIDEO: 'Almost 12 hour wait for an ambulance' http://bbc.in/1ABqevz
5.53E+17,Tue Jan 06 18:31:43 +0000 2015,Trusts cancel non-emergency ops http://bbc.in/1ABm2fi
5.53E+17,Tue Jan 06 16:36:55 +0000 2015,Diabetes life expectancy 'improving' http://bbc.in/1wS3tNQ
5.52E+17,Tue Jan 06 15:23:10 +0000 2015,Women's lung cancer rates rocket http://bbc.in/1xzKXz5
5.52E+17,Tue Jan 06 13:42:38 +0000 2015,VIDEO: Hunt responds to patients' A&amp;E woes http://bbc.in/1xNJyDu
5.52E+17,Tue Jan 06 12:38:19 +0000 2015,Mixed views on A&amp;E waiting times http://bbc.in/1FfLviF
5.52E+17,Tue Jan 06 11:25:17 +0000 2015,'Unique' life of having two penises http://bbc.in/1wRyCki
5.52E+17,Tue Jan 06 11:25:16 +0000 2015,Ebola: New vaccine trial begins http://bbc.in/1Ffsflr
5.52E+17,Tue Jan 06 11:25:16 +0000 2015,VIDEO: NHS in crisis - Labour's Burnham http://bbc.in/1AzIFkl
5.52E+17,Tue Jan 06 10:43:41 +0000 2015,'Major incidents' at six hospitals http://bbc.in/1xyNMQO
5.52E+17,Tue Jan 06 10:12:39 +0000 2015,VIDEO: 'Autism for me is a painful gift' http://bbc.in/1Ff9GOg
5.52E+17,Tue Jan 06 10:12:38 +0000 2015,VIDEO: 'NHS saved my life five times' http://bbc.in/1wRrNPP
5.52E+17,Tue Jan 06 10:12:38 +0000 2015,VIDEO: Emergency care system 'confusing' http://bbc.in/1xyHQr0
5.52E+17,Tue Jan 06 08:59:01 +0000 2015,VIDEO: Lib Dems NHS funding gap pledge http://bbc.in/1wRlNq9
5.52E+17,Tue Jan 06 07:59:23 +0000 2015,VIDEO: Record number 'living with cancer' http://bbc.in/1xyi863
5.52E+17,Tue Jan 06 07:59:23 +0000 2015,VIDEO: A&amp;E performance target figures due http://bbc.in/1vXhB8g
5.52E+17,Tue Jan 06 01:03:11 +0000 2015,Common cold 'prefers cold noses' http://bbc.in/1Fd2Fxj
5.52E+17,Tue Jan 06 01:03:11 +0000 2015,Cancer cases to reach 'record high' http://bbc.in/1xM7siN
5.52E+17,Tue Jan 06 00:34:24 +0000 2015,A&amp;E performance 'to hit new low' http://bbc.in/1FcVFR1
5.52E+17,Mon Jan 05 20:17:09 +0000 2015,VIDEO: 'Full review' into Ebola nurse case http://bbc.in/1vUsibM
5.52E+17,Mon Jan 05 19:04:23 +0000 2015,Hospitals declare 'major incidents' http://bbc.in/1Ax2wRa
5.52E+17,Mon Jan 05 17:51:33 +0000 2015,UK Ebola nurse has 'stabilised' http://bbc.in/1Fb7nM0
5.52E+17,Mon Jan 05 14:48:57 +0000 2015,Aldi chocolate in salmonella scare http://bbc.in/1xKzU4A
5.52E+17,Mon Jan 05 11:17:23 +0000 2015,VIDEO: Can gadget count calories digested? http://bbc.in/1xtlYgR
5.52E+17,Mon Jan 05 10:04:00 +0000 2015,VIDEO: Ebola nurse 'very committed' http://bbc.in/1Avne3M
5.52E+17,Mon Jan 05 08:50:09 +0000 2015,VIDEO: Autism patients 'failed by system' http://bbc.in/1vRgIOz
5.52E+17,Mon Jan 05 06:59:54 +0000 2015,VIDEO: Extra screening tests for newborns http://bbc.in/1F8kKwF
5.52E+17,Mon Jan 05 06:11:04 +0000 2015,VIDEO: Ebola charity: 'No stone unturned' http://bbc.in/1vQKGCg
5.52E+17,Mon Jan 05 05:18:00 +0000 2015,Charity to probe UK Ebola nurse case http://bbc.in/1xs7D4k
5.52E+17,Mon Jan 05 02:00:03 +0000 2015,"Cut children's sugar, parents told http://bbc.in/1AugALk"
5.52E+17,Mon Jan 05 01:46:37 +0000 2015,NHS 'sticking plaster' on inequality http://bbc.in/1vPGylZ
5.52E+17,Mon Jan 05 00:39:25 +0000 2015,Life-saving baby screening expanded http://bbc.in/1xIPT3b
5.52E+17,Sun Jan 04 23:41:51 +0000 2015,Hospitals declare major incident http://bbc.in/1wOW41I
5.52E+17,Sun Jan 04 12:33:06 +0000 2015,VIDEO: Families 'should be involved in care' http://bbc.in/1AsmGM7
5.52E+17,Sun Jan 04 12:33:06 +0000 2015,Proper checks in place for Ebola - PM http://bbc.in/1AsmEDS
5.52E+17,Sun Jan 04 12:05:51 +0000 2015,VIDEO: Cameron: 'NHS is not unaffordable' http://bbc.in/1vMeikd
5.52E+17,Sun Jan 04 02:26:10 +0000 2015,Labour in new NHS attack on Tories http://bbc.in/1vKaD6A
5.51E+17,Sat Jan 03 14:38:56 +0000 2015,UK Ebola nurse critical - hospital http://bbc.in/1xF7wAU
5.51E+17,Sat Jan 03 02:11:11 +0000 2015,Learning disability checks 'success' http://bbc.in/1EXd0NM
5.51E+17,Sat Jan 03 00:28:21 +0000 2015,Ebola flights' UK passengers traced http://bbc.in/1EWPSis
5.51E+17,Fri Jan 02 15:11:51 +0000 2015,VIDEO: World's 'epic battle' against Ebola http://bbc.in/1vBnMyO
5.51E+17,Fri Jan 02 01:13:51 +0000 2015,Most cancer types 'just bad luck' http://bbc.in/1AkLfus
5.51E+17,Thu Jan 01 10:10:19 +0000 2015,VIDEO: Steps to beat 'hidden killer' sepsis http://bbc.in/1EO4AZ6
5.51E+17,Thu Jan 01 09:43:30 +0000 2015,VIDEO: 2014's medical milestone as man walks again http://bbc.in/1ENZig5
5.51E+17,Thu Jan 01 05:09:05 +0000 2015,Babies of addicts 'display problems' http://bbc.in/1x748jE
5.50E+17,Wed Dec 31 15:37:59 +0000 2014,Experimental drug for UK Ebola nurse http://bbc.in/1AaZqko
5.50E+17,Wed Dec 31 09:26:22 +0000 2014,Ebola screening tests under scrutiny http://bbc.in/1tzPeCG
5.50E+17,Wed Dec 31 07:33:56 +0000 2014,VIDEO: UK Ebola screening under scrutiny http://bbc.in/1AhkGWX
5.50E+17,Tue Dec 30 23:29:38 +0000 2014,Frontline NHS staff given honours http://bbc.in/1EGvG49
5.50E+17,Tue Dec 30 17:50:49 +0000 2014,Plasma treatment for UK Ebola patient http://bbc.in/1EFCYoR
5.50E+17,Tue Dec 30 13:45:37 +0000 2014,First Ebola case linked to bat play http://bbc.in/1AfLEyl
5.50E+17,Tue Dec 30 11:54:09 +0000 2014,VIDEO: How trials helped patients in 2014 http://bbc.in/1x0i0Mi
5.50E+17,Tue Dec 30 08:49:42 +0000 2014,Ebola patient arrives in London http://bbc.in/1voozCR
5.50E+17,Tue Dec 30 01:27:27 +0000 2014,Are we too obsessed with NHS targets? http://bbc.in/1A6kqJb
5.50E+17,Tue Dec 30 00:19:02 +0000 2014,Prescription fraud plan criticised http://bbc.in/1tfxwPe
5.50E+17,Mon Dec 29 22:40:40 +0000 2014,VIDEO: Ebola patient to be flown to London http://bbc.in/1AeA3zy
5.50E+17,Mon Dec 29 19:07:41 +0000 2014,Ebola case confirmed in Glasgow http://bbc.in/1ECcJzH
5.50E+17,Mon Dec 29 17:13:17 +0000 2014,Right-to-die campaigner Purdy dies http://bbc.in/1Ae67mW
5.50E+17,Mon Dec 29 10:50:59 +0000 2014,VIDEO: Smoking 'rots you from the inside' http://bbc.in/1HV82gQ
