twee_id,date and time,tweet
5.7755E+17,Mon Mar 16 19:20:31 +0000 2015,Liberia's Ebola lessons: Watch closely and explain frequently  http://ow.ly/Kos9A
5.77541E+17,Mon Mar 16 18:45:22 +0000 2015,New market for liver disease spawns race for better testing  http://ow.ly/Kos5U
5.77532E+17,Mon Mar 16 18:07:05 +0000 2015,Dr. Manny: St. Patrick’s Day is more about being green— it’s about celebrating our values http://ow.ly/Kp6EX
5.77531E+17,Mon Mar 16 18:05:34 +0000 2015,Simple vision test may help catch concussions  http://ow.ly/KorS9
5.77525E+17,Mon Mar 16 17:40:48 +0000 2015,Study calls heart imaging into question for mild chest pain  http://ow.ly/KorGR
5.77519E+17,Mon Mar 16 17:15:55 +0000 2015,Cold exposure deaths higher in rural western areas of US  http://ow.ly/KorDn
5.77512E+17,Mon Mar 16 16:50:39 +0000 2015,"Experimental cholesterol drugs cut heart risk, but questions remain  http://ow.ly/Korz9"
5.77505E+17,Mon Mar 16 16:20:40 +0000 2015,"Listeriosis not cause of 3 ice cream deaths, Kansas officials say  http://ow.ly/Korr8"
5.77502E+17,Mon Mar 16 16:10:29 +0000 2015,"Texas girl, 4, who wanted to ‘shake off’ cancer with Taylor Swift passes away  http://ow.ly/Kozut"
5.77497E+17,Mon Mar 16 15:50:42 +0000 2015,New Jersey baby delivered via FaceTime  http://ow.ly/Korn7
5.77497E+17,Mon Mar 16 15:50:08 +0000 2015,Physicians pitching March Madness-themed vasectomies to male patients  http://ow.ly/Kozes
5.77494E+17,Mon Mar 16 15:37:43 +0000 2015,"Man ‘breaks’ penis during sex, hears snap  http://ow.ly/Koza1"
5.77492E+17,Mon Mar 16 15:31:00 +0000 2015,Four Americans arrive in Nebraska to be monitored for Ebola virus  http://ow.ly/Korin
5.77487E+17,Mon Mar 16 15:10:24 +0000 2015,Psychiatrist sheds light on transsexualism http://ow.ly/KorcN
5.77485E+17,Mon Mar 16 15:00:36 +0000 2015,5 places harmful chemicals can lurk in your home  http://ow.ly/Kor5z
5.76537E+17,Sat Mar 14 00:15:24 +0000 2015,Illinois man says a fiery hot sauce saved his life http://ow.ly/KiG2j
5.76531E+17,Fri Mar 13 23:50:25 +0000 2015,"Homeopathy doesn't work, Australian experts say   http://ow.ly/KiFXD"
5.76519E+17,Fri Mar 13 23:05:11 +0000 2015,54-year-old man smashes pull-ups world record  http://ow.ly/KiFSv
5.76512E+17,Fri Mar 13 22:35:15 +0000 2015,'Abuse-deterrent' OxyContin? Addicts find ways around it   http://ow.ly/KiFLW
5.76506E+17,Fri Mar 13 22:10:29 +0000 2015,Louisiana germ release likely due to lax use of lab garments  http://ow.ly/KiDEx
5.76498E+17,Fri Mar 13 21:40:08 +0000 2015,Brewers ban high fives to avoid spreading pink eye  http://ow.ly/KiDrH
5.76493E+17,Fri Mar 13 21:20:27 +0000 2015,"Woman with rare genetic condition silences critics, becomes model http://ow.ly/KixJC"
5.76485E+17,Fri Mar 13 20:50:07 +0000 2015,Falls may be tied to irregular heartbeat  http://ow.ly/KivXv
5.76474E+17,Fri Mar 13 20:05:08 +0000 2015,Measles skeptic ordered to pay $106G after German court ruling  http://ow.ly/KivSX
5.76468E+17,Fri Mar 13 19:40:58 +0000 2015,Two pet goldfish get surgeries totaling $750 http://ow.ly/KifmO
5.7646E+17,Fri Mar 13 19:10:35 +0000 2015,"Two-thirds in US with invasive cancer live five or more years, study says  http://ow.ly/KifhR"
5.76454E+17,Fri Mar 13 18:45:29 +0000 2015,Daily weigh-ins may encourage weight loss  http://ow.ly/KifeU
5.76445E+17,Fri Mar 13 18:10:24 +0000 2015,"On a night out, more friends means more drinks  http://ow.ly/Kifbv"
5.76439E+17,Fri Mar 13 17:45:37 +0000 2015,Experts call for a tobacco-free world by 2040   http://ow.ly/Kif6L
5.7643E+17,Fri Mar 13 17:10:52 +0000 2015,"Death toll from West Africa's Ebola outbreak passes 10,000, says WHO   http://ow.ly/Kif2M"
5.76423E+17,Fri Mar 13 16:40:35 +0000 2015,Oregon boy’s fatal diagnosis leads to life-saving treatment for brother  http://ow.ly/KieYu
5.7642E+17,Fri Mar 13 16:28:52 +0000 2015,South African doctors perform world's first penis transplant  http://ow.ly/KiDAD
5.76414E+17,Fri Mar 13 16:05:34 +0000 2015,Researchers building bionic heart in Houston  http://ow.ly/KieUq
5.76411E+17,Fri Mar 13 15:55:19 +0000 2015,Colorado boy receives postcard from father who died from rare neurological disease  http://ow.ly/KieKw
5.76402E+17,Fri Mar 13 15:20:10 +0000 2015,Blind therapy dog winning the hearts of millions  http://ow.ly/KieAZ
5.76396E+17,Fri Mar 13 14:55:13 +0000 2015,6 worthless foods to cut from your diet  http://ow.ly/KierP
5.76389E+17,Fri Mar 13 14:28:54 +0000 2015,Identical twin study shows how exercise changes brain  http://ow.ly/KieoB
5.76162E+17,Thu Mar 12 23:25:11 +0000 2015,#Measles cases seen almost doubling in #Ebola epidemic countries http://ow.ly/Kgkre
5.76156E+17,Thu Mar 12 23:02:14 +0000 2015,How a colonoscopy saved one woman from a potentially fatal diagnosis http://ow.ly/KfZRq via @EditorNicoleK
5.76151E+17,Thu Mar 12 22:40:11 +0000 2015,Male smokers have elevated risk of osteoporosis  http://ow.ly/KfWSO
5.76142E+17,Thu Mar 12 22:05:04 +0000 2015,"Raise minimum age to buy cigarettes to decrease use, study says  http://ow.ly/KfTNC"
5.76133E+17,Thu Mar 12 21:30:07 +0000 2015,"Assigning shift work by employee’s preferences may improve outcomes, study finds  http://ow.ly/KfTIz"
5.76124E+17,Thu Mar 12 20:55:27 +0000 2015,Second-youngest baby to receive heart transplant at California hospital released  http://ow.ly/Kfw3A
5.76114E+17,Thu Mar 12 20:15:21 +0000 2015,Study: Your memories of 9/11 may be wrong  http://ow.ly/KfvX7
5.76108E+17,Thu Mar 12 19:50:07 +0000 2015,Epilepsy drug may reverse memory loss of potential Alzheimer’s patients  http://ow.ly/KfvMn
5.76103E+17,Thu Mar 12 19:31:06 +0000 2015,Epilepsy drug may reverse memory loss of potential #Alzheimer’s patients http://ow.ly/Kfw1c
5.76097E+17,Thu Mar 12 19:05:17 +0000 2015,"Assigning shift work by employee’s preferences may improve outcomes, study finds http://ow.ly/KfuxG"
5.7609E+17,Thu Mar 12 18:40:27 +0000 2015,Are these 6 bizarre food trends worth the trouble?  http://ow.ly/Kf0nn
5.76082E+17,Thu Mar 12 18:05:11 +0000 2015,How much coffee should you really be drinking?  http://ow.ly/Kf0fg
5.76075E+17,Thu Mar 12 17:40:11 +0000 2015,Study: Your memories of 9/11 may be wrong http://ow.ly/KftLu @Newser
5.76069E+17,Thu Mar 12 17:15:43 +0000 2015,Waning interest is biggest risk in race to overcome Ebola: WHO   http://ow.ly/Kf03i
5.76064E+17,Thu Mar 12 16:55:04 +0000 2015,"UK health worker with Ebola flown back, 4 others being assessed   http://ow.ly/KeZYl"
5.76056E+17,Thu Mar 12 16:25:25 +0000 2015,Hospital admissions for chest pain may result from poor communication   http://ow.ly/KeZUN
5.76048E+17,Thu Mar 12 15:50:07 +0000 2015,Hormones still largely no help to heart after menopause  http://ow.ly/KeZSl
5.76043E+17,Thu Mar 12 15:32:51 +0000 2015,Frequent marijuana use associated with long-term memory loss  http://ow.ly/Kfwbq via @mindyc_
5.76039E+17,Thu Mar 12 15:15:34 +0000 2015,Online offers of personalized cancer medicine may not be trustworthy  http://ow.ly/KeZPq
5.76037E+17,Thu Mar 12 15:07:43 +0000 2015,Artificial cartilage implants may reduce need for knee replacement surgery http://ow.ly/Kfr39
5.76032E+17,Thu Mar 12 14:50:11 +0000 2015,"Brain-training, exercise, diet keep elderly mental decline at bay   http://ow.ly/KeZMm"
5.76024E+17,Thu Mar 12 14:15:04 +0000 2015,Survival rates for risky surgeries in US vary widely: study   http://ow.ly/KeZJn
5.76017E+17,Thu Mar 12 13:50:10 +0000 2015,Can ultrasound fight Alzheimer’s? Mice study hints at new weapon   http://ow.ly/KeZFQ
5.76009E+17,Thu Mar 12 13:15:40 +0000 2015,Tetanus shot may aid treatment of deadly brain cancer  http://ow.ly/KeZCs
5.75786E+17,Wed Mar 11 22:31:10 +0000 2015,"Screening men with #ED for heart disease could save money, lives http://ow.ly/KdiuE"
5.7578E+17,Wed Mar 11 22:05:38 +0000 2015,8 healthy foods that are also inexpensive   http://ow.ly/KcVcR
5.75776E+17,Wed Mar 11 21:50:44 +0000 2015,"Women seeking happiness should ditch birth control pill, doctor says  http://ow.ly/KcV7i"
5.75767E+17,Wed Mar 11 21:15:53 +0000 2015,Chemo doesn't have to mean going bald anymore   http://ow.ly/KcTl3
5.75759E+17,Wed Mar 11 20:45:30 +0000 2015,NJ mom freezes eggs for her daughter http://ow.ly/KcTbh
5.75751E+17,Wed Mar 11 20:10:13 +0000 2015,"Women seeking happiness should ditch birth control pill, doctor says  http://ow.ly/KcSXh"
5.75744E+17,Wed Mar 11 19:45:04 +0000 2015,"Screening men with ED for heart disease could save money, lives  http://ow.ly/KcSR1"
5.75734E+17,Wed Mar 11 19:05:27 +0000 2015,Trial of Tekmira's TKM-Ebola treatment starts in Sierra Leone   http://ow.ly/KcDwR
5.75728E+17,Wed Mar 11 18:40:27 +0000 2015,The plant that gives you a better night’s rest  http://ow.ly/Kcfhu
5.75718E+17,Wed Mar 11 18:01:39 +0000 2015,"Psychedelics not linked to mental disorders, study finds   http://ow.ly/Kcfb0"
5.75712E+17,Wed Mar 11 17:35:24 +0000 2015,Report: Specialty drugs drive prescription spending jump   http://ow.ly/Kcf5H
5.75704E+17,Wed Mar 11 17:05:39 +0000 2015,Modified Mediterranean diets also good for weight loss  http://ow.ly/Kcf21
5.75698E+17,Wed Mar 11 16:40:34 +0000 2015,Parliament set to vote to ban branding on cigarette packs   http://ow.ly/KceY2
5.75692E+17,Wed Mar 11 16:15:24 +0000 2015,Merck cancer drug is first approved under UK early access scheme   http://ow.ly/KceUI
5.75688E+17,Wed Mar 11 16:01:35 +0000 2015,Record numbers sign up to Swiss right-to-die organization   http://ow.ly/KceL3
5.75679E+17,Wed Mar 11 15:25:16 +0000 2015,Combination of stress and depression boosts risks for heart patients  http://ow.ly/KceGT
5.75677E+17,Wed Mar 11 15:16:33 +0000 2015,Baby born with rare diagnosis: He only has half of his heart http://ow.ly/KcDFd via @EditorNicoleK
5.7567E+17,Wed Mar 11 14:50:11 +0000 2015,Customers raise money to send #Costco employee with terminal cancer on vacation   http://ow.ly/Kcezt
5.75661E+17,Wed Mar 11 14:15:40 +0000 2015,"Genetic markers for PTSD linked to immune system response, study says  http://ow.ly/Kceua"
5.75656E+17,Wed Mar 11 13:55:22 +0000 2015,How do people spread stress to each other?   http://ow.ly/KcemA
5.7565E+17,Wed Mar 11 13:29:24 +0000 2015,How to add an inch to your arms without ever picking up a weight    http://ow.ly/KcfeR
5.75649E+17,Wed Mar 11 13:25:10 +0000 2015,"Number of children born to unmarried, cohabiting parents at record high   http://ow.ly/KcehZ"
5.75451E+17,Wed Mar 11 00:20:16 +0000 2015,'Looks Like Laury' documentary chronicles woman's battle with dementia   http://ow.ly/KahEp
5.75444E+17,Tue Mar 10 23:50:39 +0000 2015,"Many young Indian women underweight, their babies too, research says  http://ow.ly/Kafa9"
5.75437E+17,Tue Mar 10 23:25:17 +0000 2015,Maker of Children's Tylenol to plead guilty over recall  http://ow.ly/Kaf3u
5.7543E+17,Tue Mar 10 22:55:21 +0000 2015,Kindergarten teacher donates kidney to former student  http://ow.ly/KadTl
5.75422E+17,Tue Mar 10 22:25:19 +0000 2015,Wrong type of praise makes for narcissistic kids http://ow.ly/K9Uga
5.75415E+17,Tue Mar 10 21:55:25 +0000 2015,Dog trained to lie down when he smells cancer http://ow.ly/K9U5Z
5.75403E+17,Tue Mar 10 21:10:05 +0000 2015,"Michigan men receive heart, lungs from same donor  http://ow.ly/K9Tq5"
5.75396E+17,Tue Mar 10 20:40:29 +0000 2015,Brain's 'pain meter' identified  http://ow.ly/K9ThS
5.75387E+17,Tue Mar 10 20:05:36 +0000 2015,Why head transplants won't happen anytime soon  http://ow.ly/K9Tbw
5.75378E+17,Tue Mar 10 19:31:39 +0000 2015,"More measles outbreaks ‘will undoubtedly occur,’ experts warn  http://ow.ly/K9cWb"
5.75369E+17,Tue Mar 10 18:55:16 +0000 2015,"Online yoga apps, classes take off   http://ow.ly/K9cSp"
5.75362E+17,Tue Mar 10 18:25:05 +0000 2015,Decline in postmortem exams has slowed scientific advances   http://ow.ly/K9cNQ
5.75353E+17,Tue Mar 10 17:50:52 +0000 2015,Rising price of heroin-overdose antidote worries advocates  http://ow.ly/K9cIr
5.75345E+17,Tue Mar 10 17:20:06 +0000 2015,"Planet-based diet with fish, may lower risk of colorectal cancer   http://ow.ly/K9cEo"
5.75338E+17,Tue Mar 10 16:50:36 +0000 2015,Seeing medical records might ease hospital patients’ confusion    http://ow.ly/K9cAm
5.7533E+17,Tue Mar 10 16:17:40 +0000 2015,Preventing stillbirths: Therapy may protect fetus from mother’s immune system http://ow.ly/K9Uqg via @mindyc_
5.75328E+17,Tue Mar 10 16:10:50 +0000 2015,Promising celiac disease therapies on the horizon  http://ow.ly/K9cwF
5.75322E+17,Tue Mar 10 15:45:47 +0000 2015,"Rural, urban suicide gap widening among youth  http://ow.ly/K9csl"
5.75312E+17,Tue Mar 10 15:05:25 +0000 2015,"US FDA warns of seizure, alcohol risk with Pfizer’s Chantix   http://ow.ly/K9cfZ"
5.75305E+17,Tue Mar 10 14:40:16 +0000 2015,Got diabetes? There’s an app for that  http://ow.ly/K9cci
5.75296E+17,Tue Mar 10 14:05:08 +0000 2015,"‘Cryotherapy’ freezing treatment may heal injuries, slow signs of aging  http://ow.ly/K9c5X"
5.75291E+17,Tue Mar 10 13:45:17 +0000 2015,Decoding 5 common food label claims  http://ow.ly/K9c0p
5.75283E+17,Tue Mar 10 13:10:28 +0000 2015,What you should know about the DIY braces trend   http://ow.ly/K9bVH
5.75281E+17,Tue Mar 10 13:04:29 +0000 2015,US military hopes to learn from victim of chimp attack  http://ow.ly/K9cLN
5.75089E+17,Tue Mar 10 00:20:12 +0000 2015,"Flu hospitalizations soar among older adults, study finds http://ow.ly/K7fYB"
5.75082E+17,Mon Mar 09 23:55:08 +0000 2015,"Alcohol intake peaks at age 25, but continues into old age  http://ow.ly/K7fOt"
5.75074E+17,Mon Mar 09 23:20:39 +0000 2015,More evidence breast cancer and prostate cancer cluster in families  http://ow.ly/K7fJz
5.75067E+17,Mon Mar 09 22:55:06 +0000 2015,High-fiber diet may help prevent allergies  http://ow.ly/K6M94
5.75059E+17,Mon Mar 09 22:20:15 +0000 2015,Marijuana may trigger allergies in some people  http://ow.ly/K6M40
5.7505E+17,Mon Mar 09 21:45:19 +0000 2015,For many marathon runners pacing may be a matter of gender  http://ow.ly/K6LYx
5.75043E+17,Mon Mar 09 21:20:13 +0000 2015,Why drinking in a large group could get you drunker  http://ow.ly/K6LR2
5.75037E+17,Mon Mar 09 20:55:13 +0000 2015,Single man's surrogate: his own mother   http://ow.ly/K6LJL
5.7503E+17,Mon Mar 09 20:25:12 +0000 2015,Scary time change side effect: dangerous 'microsleeps'    http://ow.ly/K6LEg
5.75022E+17,Mon Mar 09 19:55:18 +0000 2015,Biggest source of salmonella cases? Not meat   http://ow.ly/K6Lw5
5.75009E+17,Mon Mar 09 19:05:12 +0000 2015,Yale football staff produces 3 bone marrow donors   http://ow.ly/K6gBs
5.75003E+17,Mon Mar 09 18:40:07 +0000 2015,Liberia removes Ebola crematorium as outbreak is contained  http://ow.ly/K6gvu
5.74994E+17,Mon Mar 09 18:05:13 +0000 2015,Diabetics can avoid problems with attention to heart risks  http://ow.ly/K6gq5
5.74987E+17,Mon Mar 09 17:35:13 +0000 2015,Six-way kidney swap complete at San Francisco hospital    http://ow.ly/K6glL
5.74976E+17,Mon Mar 09 16:50:20 +0000 2015,Ohio State to require vaccinations for incoming students  http://ow.ly/K6ggv
5.74967E+17,Mon Mar 09 16:15:06 +0000 2015,UNICEF warns lack of toilets in Pakistan tied to stunting  http://ow.ly/K6g5y
5.7496E+17,Mon Mar 09 15:50:10 +0000 2015,New York City man dies weeks after hospice wedding   http://ow.ly/K6g0y
5.74957E+17,Mon Mar 09 15:35:04 +0000 2015,Cancer is in remission for Connecticut teen forced to undergo chemo   http://ow.ly/K6Eaz
5.74952E+17,Mon Mar 09 15:15:14 +0000 2015,7-year-old Georgia boy one of first in state to test experimental cannabis oil   http://ow.ly/K6fVr
5.74947E+17,Mon Mar 09 14:55:03 +0000 2015,"‘Love hormone’ may help men lose weight, study finds   http://ow.ly/K6fJm"
5.74939E+17,Mon Mar 09 14:25:08 +0000 2015,3 steps to making stress work for you   http://ow.ly/K6fA1
5.74934E+17,Mon Mar 09 14:05:15 +0000 2015,14 surprising foods for brighter smiles  http://ow.ly/K6fqZ
5.7395E+17,Fri Mar 06 20:55:13 +0000 2015,Sleep deprived? Naps might help your immune system   http://ow.ly/K1IIb
5.73941E+17,Fri Mar 06 20:20:03 +0000 2015,Will a snarky app help you shed the pounds?   http://ow.ly/K1Hjb
5.73935E+17,Fri Mar 06 19:55:20 +0000 2015,Parents create bucket list for toddler son battling terminal genetic disease  http://ow.ly/K1Gp9
5.73926E+17,Fri Mar 06 19:20:36 +0000 2015,"Worried about heart defects, some NCAA schools adopt routine cardiac testing of athletes  http://ow.ly/K1wEz"
5.7392E+17,Fri Mar 06 18:55:25 +0000 2015,Parents sue over teen's caffeine powder death   http://ow.ly/K1w8h
5.73912E+17,Fri Mar 06 18:25:06 +0000 2015,FDA study finds little evidence of antibiotics in milk  http://ow.ly/K17IA
5.73904E+17,Fri Mar 06 17:50:35 +0000 2015,Many in US live too far from advanced stroke care  http://ow.ly/K0SzT
5.73896E+17,Fri Mar 06 17:20:04 +0000 2015,Inspector testing positive for deadly bacteria didn’t get it at Louisiana lab: CDC   http://ow.ly/K0SsO
5.7389E+17,Fri Mar 06 16:55:35 +0000 2015,Prenatal blood tests detect cancer signal in some women    http://ow.ly/K0SlJ
5.73883E+17,Fri Mar 06 16:30:12 +0000 2015,Dirty water kills more women than AIDS and breast cancer   http://ow.ly/K0Seu
5.73877E+17,Fri Mar 06 16:05:13 +0000 2015,Man in need of transplant builds 7-foot kidney out of snow to raise awareness http://ow.ly/K0S3F
5.73867E+17,Fri Mar 06 15:25:03 +0000 2015,"Family, doctors fail to notice chopstick stuck in boy's brain http://ow.ly/K0RU6"
5.73861E+17,Fri Mar 06 15:00:10 +0000 2015,@KRYSTAR0DRIGUEZ aims to inspire cancer patients through fashion blog after rare diagnosis http://ow.ly/K0Ruu via @EditorNicoleK
5.73857E+17,Fri Mar 06 14:45:50 +0000 2015,Can you be both depressed and happy? http://ow.ly/K0N83
5.73628E+17,Thu Mar 05 23:35:23 +0000 2015,A drink a day may not be good for everyone http://ow.ly/JZ2hU
5.7362E+17,Thu Mar 05 23:05:29 +0000 2015,Doctors use device for blood clot removal to suction man’s kidney cancer tumors http://ow.ly/JYQGA @mindyC_
5.73614E+17,Thu Mar 05 22:40:14 +0000 2015,#Fraternity pledge could lose four fingers to #frostbite after #hazing stunt http://ow.ly/JYQoW #Syracuse
5.73609E+17,Thu Mar 05 22:20:33 +0000 2015,FDA staff backs injection to reduce double chin http://ow.ly/JYJsJ
5.73603E+17,Thu Mar 05 21:55:14 +0000 2015,"Genes almost wholly responsible for #autism, study finds http://ow.ly/JYGXF @Newser"
5.73597E+17,Thu Mar 05 21:30:39 +0000 2015,Study finds men are more #narcissistic http://ow.ly/JYGSJ @Newser
5.7359E+17,Thu Mar 05 21:05:50 +0000 2015,"Psychedelic drugs don't break your brain, researchers find http://ow.ly/JYGLD @Newser"
5.73583E+17,Thu Mar 05 20:35:18 +0000 2015,Americans wear blue to raise colon cancer awareness http://ow.ly/JYFl4
5.73578E+17,Thu Mar 05 20:15:33 +0000 2015,#Dentists might be able to screen for #diabetes http://ow.ly/JYFf7
5.73573E+17,Thu Mar 05 19:56:23 +0000 2015,"#NYC air can increase risk of stroke, study finds http://ow.ly/JYyUK"
5.73569E+17,Thu Mar 05 19:40:38 +0000 2015,35 sickened with norovirus at Phoenix VA hospital http://ow.ly/JYx8L @FNCJrReporters
5.73564E+17,Thu Mar 05 19:20:32 +0000 2015,#Sex in old age may lead to a sharper mind http://ow.ly/JYgrA
5.73559E+17,Thu Mar 05 19:00:16 +0000 2015,Married men more likely to dump sick spouses http://ow.ly/JY8QX
5.73554E+17,Thu Mar 05 18:40:31 +0000 2015,FDA approves Bristol Myers Squibb’s Opdivo for lung #cancer http://ow.ly/JY8Iu
5.73547E+17,Thu Mar 05 18:15:45 +0000 2015,Doctor who helped curb #hysterectomy procedure says #cancer is back http://ow.ly/JY8Df
5.73541E+17,Thu Mar 05 17:50:28 +0000 2015,#Flu winds down as FDA aims for better #vaccine next winter http://ow.ly/JY8wO
5.73536E+17,Thu Mar 05 17:31:30 +0000 2015,WHO to begin large-scale testing of #Ebola #vaccine in Guinea http://ow.ly/JY8nU
5.73531E+17,Thu Mar 05 17:10:28 +0000 2015,"Children in Southern #California breathing easier, study says http://ow.ly/JY8hB"
5.73526E+17,Thu Mar 05 16:50:04 +0000 2015,Mouse study finds extra oxygen may spur tumor-fighting cells http://ow.ly/JY8dd
5.73521E+17,Thu Mar 05 16:30:30 +0000 2015,#California hospital performing kidney swap chain with 12 people http://ow.ly/JY883
5.73515E+17,Thu Mar 05 16:05:32 +0000 2015,FDA updates safety alert for 'superbug' scopes http://ow.ly/JY83b
5.73508E+17,Thu Mar 05 15:40:29 +0000 2015,"#Gout may protect brain from #Alzheimer’s disease, study finds http://ow.ly/JY7Wn @ColleenCappon"
5.73505E+17,Thu Mar 05 15:25:04 +0000 2015,6 physical effects of binge-watching TV http://ow.ly/JY7Qr
5.73501E+17,Thu Mar 05 15:09:22 +0000 2015,7 weird things that can mess with your heartbeat http://ow.ly/JY7L1
5.73254E+17,Wed Mar 04 22:50:27 +0000 2015,Maine bride dies of cancer days after dream wedding http://ow.ly/JWfjh
5.7325E+17,Wed Mar 04 22:35:25 +0000 2015,"Popular #antidepressant has the power to reverse heart failure, scientists say http://ow.ly/JW6Ud @ColleenCappon"
5.73245E+17,Wed Mar 04 22:15:27 +0000 2015,'Over the counter' birth control pills might save public money http://ow.ly/JW6Oz
5.7324E+17,Wed Mar 04 21:55:26 +0000 2015,.@FDNY firefighter meets Iraq War vet he helped save through bone marrow transplant http://ow.ly/JW6AC
5.73235E+17,Wed Mar 04 21:35:39 +0000 2015,"You look more attractive after 1 drink, but not 2 http://ow.ly/JVowj"
5.73229E+17,Wed Mar 04 21:10:32 +0000 2015,"UN says world eating excess sugar, suggests cutting 5-10 percent from #diet http://ow.ly/JVkFU"
5.73224E+17,Wed Mar 04 20:50:13 +0000 2015,Freezing #winter drives New Yorkers into therapy http://ow.ly/JViMC
5.73218E+17,Wed Mar 04 20:25:28 +0000 2015,"No cats allowed in hospitals for pet therapy, group says http://ow.ly/JVhtS"
5.73211E+17,Wed Mar 04 20:00:16 +0000 2015,#Cancer risk above 50 percent for Brits born in 1960 http://ow.ly/JVho3
5.73205E+17,Wed Mar 04 19:35:09 +0000 2015,Hunger and frustration grow at #Ebola ground zero in #Guinea http://ow.ly/JVhdi
5.732E+17,Wed Mar 04 19:15:38 +0000 2015,"Large breakfast, small dinner tied to better #diabetes blood sugar http://ow.ly/JVh4c"
5.73194E+17,Wed Mar 04 18:50:08 +0000 2015,Spider venom may hold chemical keys to new #painkillers http://ow.ly/JVgZu
5.73189E+17,Wed Mar 04 18:30:08 +0000 2015,'Over the counter' birth control pills might save public money http://ow.ly/JVgUG
5.73184E+17,Wed Mar 04 18:10:34 +0000 2015,"FDA limits use of #testosterone drugs, warns of possible heart risk http://ow.ly/JVgmT"
5.73179E+17,Wed Mar 04 17:50:35 +0000 2015,"Officials urge testing as Portland, Oregon sees rise in #syphilis cases http://ow.ly/JVgbQ"
5.73174E+17,Wed Mar 04 17:30:55 +0000 2015,Scientists identify people most likely to benefit from #statins http://ow.ly/JVg4U
5.73169E+17,Wed Mar 04 17:10:17 +0000 2015,"US #heroin overdoses shifting to young, white, Midwestern http://ow.ly/JVfQx"
5.73165E+17,Wed Mar 04 16:55:08 +0000 2015,"Monkeys infected after deadly bacteria escapes at Louisiana lab, USA Today reports http://ow.ly/JVfJ4"
5.7316E+17,Wed Mar 04 16:35:10 +0000 2015,"Adults only catch #flu around twice a decade, study finds http://ow.ly/JVfE7"
5.73155E+17,Wed Mar 04 16:15:43 +0000 2015,#Allergy sufferers prepare for early #spring season http://ow.ly/JVfuo
5.73147E+17,Wed Mar 04 15:45:49 +0000 2015,Why you need a vacation http://ow.ly/JVfdF
5.73142E+17,Wed Mar 04 15:26:24 +0000 2015,#Cannabis moderately impairs driving http://ow.ly/JVf6M @medicinehunter
5.72874E+17,Tue Mar 03 21:40:21 +0000 2015,"#NYC girl may die because mother won't allow #leukemia treatment, hospital claims in lawsuit http://ow.ly/JTlq1"
5.72869E+17,Tue Mar 03 21:20:47 +0000 2015,Low blood pressure with medicine tied to faster mental decline http://ow.ly/JTbC8
5.72863E+17,Tue Mar 03 20:55:21 +0000 2015,Social networking site connects multiple sclerosis patients http://ow.ly/JT2BM #MS @EditorNicoleK
5.72857E+17,Tue Mar 03 20:31:03 +0000 2015,"For #marathoners, the road to #Boston is caked in snow and ice http://ow.ly/JSNii"
5.7285E+17,Tue Mar 03 20:05:15 +0000 2015,Public health officials perplexed by vaccination skeptics http://ow.ly/JSLQH
5.72845E+17,Tue Mar 03 19:42:44 +0000 2015,4-year-old #cancer patient gets last wish to dance with @taylorswift13 http://ow.ly/JT8XI #ShakeItOffJalene #classact
5.72844E+17,Tue Mar 03 19:40:04 +0000 2015,Study determines 'normal' penis length http://ow.ly/JSyhZ @Newser
5.72839E+17,Tue Mar 03 19:20:11 +0000 2015,Video game addict dies after 19-hour gaming session http://ow.ly/JSy83
5.72833E+17,Tue Mar 03 18:55:20 +0000 2015,Two more #NFL players vow to donate brains to #science http://ow.ly/JSxRF
5.72829E+17,Tue Mar 03 18:40:26 +0000 2015,"Man suffering memory loss after mosquito bite during vacation in #Bali, report says http://ow.ly/JSpcu"
5.72825E+17,Tue Mar 03 18:25:13 +0000 2015,3 to 5 cups of coffee per day may lower heart attack risk http://ow.ly/JSmBy
5.72819E+17,Tue Mar 03 18:02:01 +0000 2015,Hospitals developing strategies to treat stroke patients faster http://ow.ly/JSmvx
5.72813E+17,Tue Mar 03 17:35:20 +0000 2015,Study suggests benefits of more heart care for young adults http://ow.ly/JSmqQ
5.72806E+17,Tue Mar 03 17:10:14 +0000 2015,"As #Ebola wanes, other countries remain vulnerable http://ow.ly/JSmjR"
5.72802E+17,Tue Mar 03 16:55:20 +0000 2015,High school athletes need more help with mental #health issues http://ow.ly/JSmcA
5.72797E+17,Tue Mar 03 16:35:28 +0000 2015,Pakistan arrests parents for refusing children's #polio vaccinations http://ow.ly/JSm7y
5.7279E+17,Tue Mar 03 16:05:29 +0000 2015,Study finds gorilla origins in half of human #AIDS virus lineages http://ow.ly/JSem3
5.72785E+17,Tue Mar 03 15:45:44 +0000 2015,"Harvard prevention trial studies tau, #Alzheimer's other protein http://ow.ly/JSebh"
5.7278E+17,Tue Mar 03 15:25:23 +0000 2015,Warming up can slim you down http://ow.ly/JSe68 @tanyazuckerbrot
5.72774E+17,Tue Mar 03 15:01:50 +0000 2015,5 non-diet factors that can affect your #weight http://ow.ly/JSdZ3
5.72551E+17,Tue Mar 03 00:15:03 +0000 2015,"'Love' hormone sobers up drunken rats, researchers find http://ow.ly/JQiwp"
5.72546E+17,Mon Mar 02 23:55:04 +0000 2015,Injured wrestler inspires team to South Dakota state title http://ow.ly/JQirR
